pos_likelihood,neg_likelihood
0.3088,0.6912
0.3088,0.6912
0.3088,0.6912
0.3104,0.6896
0.3104,0.6896
0.3104,0.6896
0.3104,0.6896
0.3104,0.6896
0.3104,0.6896
0.31200000000000006,0.688
0.31200000000000006,0.688
0.31200000000000006,0.688
0.31360000000000005,0.6863999999999999
0.31520000000000004,0.6848
0.31520000000000004,0.6848
0.3168,0.6832
0.3168,0.6832
0.3168,0.6832
0.3168,0.6832
0.3184,0.6816
0.3184,0.6816
0.32,0.6799999999999999
0.32,0.6799999999999999
0.32,0.6799999999999999
0.32,0.6799999999999999
0.32160000000000005,0.6783999999999999
0.32160000000000005,0.6783999999999999
0.3232000000000001,0.6767999999999998
0.3232000000000001,0.6767999999999998
0.3232000000000001,0.6767999999999998
0.3232000000000001,0.6767999999999998
0.3232000000000001,0.6767999999999998
0.3232000000000001,0.6767999999999998
0.32480000000000003,0.6752
0.32480000000000003,0.6752
0.32480000000000003,0.6752
0.32480000000000003,0.6752
0.3264,0.6736
0.3264,0.6736
0.3264,0.6736
0.3264,0.6736
0.32800000000000007,0.6719999999999999
0.32800000000000007,0.6719999999999999
0.32800000000000007,0.6719999999999999
0.32800000000000007,0.6719999999999999
0.3296,0.6704
0.3296,0.6704
0.3296,0.6704
0.3296,0.6704
0.3296,0.6704
0.33120000000000005,0.6688
0.3328,0.6672
0.3344,0.6656
0.3344,0.6656
0.3344,0.6656
0.336,0.6639999999999999
0.336,0.6639999999999999
0.336,0.6639999999999999
0.33760000000000007,0.6623999999999999
0.33760000000000007,0.6623999999999999
0.3392,0.6608
0.3408,0.6592
0.3408,0.6592
0.34240000000000004,0.6576
0.34240000000000004,0.6576
0.34240000000000004,0.6576
0.34240000000000004,0.6576
0.3440000000000001,0.6559999999999999
0.3440000000000001,0.6559999999999999
0.3440000000000001,0.6559999999999999
0.3472,0.6528
0.3472,0.6528
0.3472,0.6528
0.3488,0.6512
0.35040000000000004,0.6496
0.35040000000000004,0.6496
0.35040000000000004,0.6496
0.35200000000000004,0.6479999999999999
0.35200000000000004,0.6479999999999999
0.35200000000000004,0.6479999999999999
0.35200000000000004,0.6479999999999999
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.35359999999999997,0.6464000000000001
0.3552,0.6448
0.3552,0.6448
0.35840000000000005,0.6416
0.35840000000000005,0.6416
0.36,0.64
0.36,0.64
0.36,0.64
0.36,0.64
0.36,0.64
0.36160000000000003,0.6384
0.36160000000000003,0.6384
0.3632,0.6368
0.3632,0.6368
0.3648,0.6352
0.3648,0.6352
0.3648,0.6352
0.3664,0.6335999999999999
0.3664,0.6335999999999999
0.36800000000000005,0.6319999999999999
0.3696,0.6304000000000001
0.3696,0.6304000000000001
0.3696,0.6304000000000001
0.3696,0.6304000000000001
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.37120000000000003,0.6288
0.3728,0.6272
0.3728,0.6272
0.37440000000000007,0.6255999999999999
0.37440000000000007,0.6255999999999999
0.376,0.624
0.376,0.624
0.376,0.624
0.376,0.624
0.376,0.624
0.37760000000000005,0.6224
0.37760000000000005,0.6224
0.37760000000000005,0.6224
0.37760000000000005,0.6224
0.37920000000000004,0.6208
0.37920000000000004,0.6208
0.38079999999999997,0.6192
0.38079999999999997,0.6192
,
0.3824,0.6175999999999999
0.3824,0.6175999999999999
0.38400000000000006,0.6159999999999999
0.38400000000000006,0.6159999999999999
0.38400000000000006,0.6159999999999999
0.3856,0.6144000000000001
0.3856,0.6144000000000001
0.3856,0.6144000000000001
0.3872,0.6128
0.3872,0.6128
0.3872,0.6128
0.3872,0.6128
0.3872,0.6128
0.38880000000000003,0.6112
0.3904000000000001,0.6095999999999999
0.3904000000000001,0.6095999999999999
0.3904000000000001,0.6095999999999999
0.3904000000000001,0.6095999999999999
0.392,0.608
0.392,0.608
0.3936,0.6064
0.3936,0.6064
0.3936,0.6064
0.39520000000000005,0.6048
0.39520000000000005,0.6048
0.39520000000000005,0.6048
0.39520000000000005,0.6048
0.39520000000000005,0.6048
0.39680000000000004,0.6032
0.39680000000000004,0.6032
0.39680000000000004,0.6032
0.39680000000000004,0.6032
0.39680000000000004,0.6032
0.39840000000000003,0.6015999999999999
0.39840000000000003,0.6015999999999999
0.39840000000000003,0.6015999999999999
0.39840000000000003,0.6015999999999999
0.39840000000000003,0.6015999999999999
0.4,0.6
0.4,0.6
0.4,0.6
0.4,0.6
0.4,0.6
0.4016,0.5984
0.4016,0.5984
0.4016,0.5984
0.4016,0.5984
0.4032,0.5968
0.4032,0.5968
0.4032,0.5968
0.4032,0.5968
0.4032,0.5968
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.40480000000000005,0.5952
0.4064,0.5936
0.4064,0.5936
0.40800000000000003,0.592
0.40800000000000003,0.592
0.4096,0.5904
0.4096,0.5904
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.41120000000000007,0.5888
0.4128,0.5871999999999999
0.4128,0.5871999999999999
0.4128,0.5871999999999999
0.4128,0.5871999999999999
0.4128,0.5871999999999999
0.41440000000000005,0.5855999999999999
0.41440000000000005,0.5855999999999999
0.41600000000000004,0.584
0.41600000000000004,0.584
0.41600000000000004,0.584
0.41600000000000004,0.584
0.41600000000000004,0.584
0.4176,0.5824
0.4176,0.5824
0.4176,0.5824
0.4176,0.5824
0.4192,0.5808
0.4192,0.5808
0.4192,0.5808
0.4192,0.5808
0.4192,0.5808
0.4192,0.5808
0.4192,0.5808
0.4208,0.5791999999999999
0.4208,0.5791999999999999
0.4208,0.5791999999999999
0.4208,0.5791999999999999
0.4208,0.5791999999999999
0.4208,0.5791999999999999
0.4224,0.5776
0.4224,0.5776
0.4224,0.5776
0.4224,0.5776
0.4224,0.5776
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42400000000000004,0.576
0.42560000000000003,0.5744
0.42560000000000003,0.5744
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.42719999999999997,0.5728
0.4288,0.5711999999999999
0.4288,0.5711999999999999
0.4288,0.5711999999999999
0.4288,0.5711999999999999
0.4288,0.5711999999999999
0.4288,0.5711999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43040000000000006,0.5695999999999999
0.43200000000000005,0.568
0.43200000000000005,0.568
0.43200000000000005,0.568
0.43200000000000005,0.568
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.4336,0.5664
0.43520000000000003,0.5648
0.43520000000000003,0.5648
0.43520000000000003,0.5648
0.43520000000000003,0.5648
0.43520000000000003,0.5648
0.4368,0.5631999999999999
0.4368,0.5631999999999999
0.4368,0.5631999999999999
0.4368,0.5631999999999999
0.4368,0.5631999999999999
0.4384,0.5616
0.4384,0.5616
0.4384,0.5616
0.4384,0.5616
0.4384,0.5616
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44,0.56
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.44160000000000005,0.5584
0.4432,0.5568
0.4432,0.5568
0.4432,0.5568
0.4432,0.5568
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.44480000000000003,0.5551999999999999
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.4464,0.5536
0.44800000000000006,0.5519999999999999
0.44800000000000006,0.5519999999999999
0.44800000000000006,0.5519999999999999
0.44800000000000006,0.5519999999999999
0.44800000000000006,0.5519999999999999
0.4496,0.5504
0.4496,0.5504
0.4496,0.5504
0.4496,0.5504
0.4496,0.5504
0.4496,0.5504
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45120000000000005,0.5488
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.45280000000000004,0.5471999999999999
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.4544,0.5456
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.456,0.544
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.45760000000000006,0.5424
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.4592,0.5408
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46080000000000004,0.5391999999999999
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.46240000000000003,0.5376
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4640000000000001,0.5359999999999999
0.4656,0.5344
0.4656,0.5344
0.4656,0.5344
0.4656,0.5344
0.4656,0.5344
0.4656,0.5344
0.4656,0.5344
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.4672,0.5327999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.46880000000000005,0.5311999999999999
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47040000000000004,0.5296
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.47200000000000003,0.528
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4736,0.5264
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4752,0.5247999999999999
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.4768,0.5232
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.47840000000000005,0.5216
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48,0.52
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.48160000000000003,0.5184
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.4832,0.5167999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.48480000000000006,0.5151999999999999
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.4864,0.5136000000000001
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48800000000000004,0.512
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.48960000000000004,0.5104
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4912,0.5087999999999999
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.4928,0.5072
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.49440000000000006,0.5055999999999999
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.496,0.504
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49760000000000004,0.5024
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.49920000000000003,0.5007999999999999
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5008,0.4992
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.5024000000000001,0.49759999999999993
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.504,0.496
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5056,0.49439999999999995
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5072000000000001,0.4927999999999999
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5088,0.49119999999999997
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.5104,0.48960000000000004
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.512,0.488
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5136,0.48640000000000005
0.5152,0.4848
0.5152,0.4848
